Year,Âge au décès,Sexe,Principales causes de décès,Value
2020,25 à 34 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2020,25 à 34 ans,Femmes,Maladie chronique et cirrhose du foie,1.1
2020,25 à 34 ans,Femmes,Accidents (blessures involontaires),19.7
2020,25 à 34 ans,Femmes,Lésions auto-infligées,7.6
2020,35 à 44 ans,Les deux sexes,Tumeurs malignes,22.2
2020,35 à 44 ans,Les deux sexes,Diabète sucré,2.7
2020,35 à 44 ans,Les deux sexes,Maladie d'Alzheimer,0.1
2020,35 à 44 ans,Les deux sexes,Maladies du coeur,10.1
2020,35 à 44 ans,Les deux sexes,Maladies cérébrovasculaires,2.0
2020,35 à 44 ans,Les deux sexes,Grippe et pneumopathie,1.4
2020,35 à 44 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.6
2020,35 à 44 ans,Les deux sexes,Maladie chronique et cirrhose du foie,5.5
2020,35 à 44 ans,Les deux sexes,Accidents (blessures involontaires),41.6
2020,35 à 44 ans,Les deux sexes,Lésions auto-infligées,14.2
2020,35 à 44 ans,Hommes,Tumeurs malignes,18.8
2020,35 à 44 ans,Hommes,Diabète sucré,3.7
2020,35 à 44 ans,Hommes,Maladie d'Alzheimer,0.1
2020,35 à 44 ans,Hommes,Maladies du coeur,15.1
2020,35 à 44 ans,Hommes,Maladies cérébrovasculaires,1.6
2020,35 à 44 ans,Hommes,Grippe et pneumopathie,1.8
2020,35 à 44 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.7
2020,35 à 44 ans,Hommes,Maladie chronique et cirrhose du foie,6.0
2020,35 à 44 ans,Hommes,Accidents (blessures involontaires),63.4
2020,35 à 44 ans,Hommes,Lésions auto-infligées,21.4
2020,35 à 44 ans,Femmes,Tumeurs malignes,25.5
2020,35 à 44 ans,Femmes,Diabète sucré,1.8
2020,35 à 44 ans,Femmes,Maladie d'Alzheimer,0.1
2020,35 à 44 ans,Femmes,Maladies du coeur,5.1
2020,35 à 44 ans,Femmes,Maladies cérébrovasculaires,2.4
2020,35 à 44 ans,Femmes,Grippe et pneumopathie,1.0
2020,35 à 44 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.5
2020,35 à 44 ans,Femmes,Maladie chronique et cirrhose du foie,5.0
2020,35 à 44 ans,Femmes,Accidents (blessures involontaires),19.7
2020,35 à 44 ans,Femmes,Lésions auto-infligées,7.0
2020,45 à 54 ans,Les deux sexes,Tumeurs malignes,71.9
2020,45 à 54 ans,Les deux sexes,Diabète sucré,6.9
2020,45 à 54 ans,Les deux sexes,Maladie d'Alzheimer,0.1
2020,45 à 54 ans,Les deux sexes,Maladies du coeur,36.6
2020,45 à 54 ans,Les deux sexes,Maladies cérébrovasculaires,6.7
2020,45 à 54 ans,Les deux sexes,Grippe et pneumopathie,3.3
2020,45 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,2.9
2020,45 à 54 ans,Les deux sexes,Maladie chronique et cirrhose du foie,13.1
2020,45 à 54 ans,Les deux sexes,Accidents (blessures involontaires),41.1
2020,45 à 54 ans,Les deux sexes,Lésions auto-infligées,14.9
2020,45 à 54 ans,Hommes,Tumeurs malignes,66.0
2020,45 à 54 ans,Hommes,Diabète sucré,9.6
2020,45 à 54 ans,Hommes,Maladie d'Alzheimer,0.3
2020,45 à 54 ans,Hommes,Maladies du coeur,54.6
2020,45 à 54 ans,Hommes,Maladies cérébrovasculaires,7.5
2020,45 à 54 ans,Hommes,Grippe et pneumopathie,4.1
2020,45 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,3.5
2020,45 à 54 ans,Hommes,Maladie chronique et cirrhose du foie,17.5
2020,45 à 54 ans,Hommes,Accidents (blessures involontaires),63.5
2020,45 à 54 ans,Hommes,Lésions auto-infligées,22.1
2020,45 à 54 ans,Femmes,Tumeurs malignes,77.8
2020,45 à 54 ans,Femmes,Diabète sucré,4.3
2020,45 à 54 ans,Femmes,Maladie d'Alzheimer,0.1
2020,45 à 54 ans,Femmes,Maladies du coeur,19.0
2020,45 à 54 ans,Femmes,Maladies cérébrovasculaires,5.9
2020,45 à 54 ans,Femmes,Grippe et pneumopathie,2.4
2020,45 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,2.4
2020,45 à 54 ans,Femmes,Maladie chronique et cirrhose du foie,8.8
2020,45 à 54 ans,Femmes,Accidents (blessures involontaires),19.1
2020,45 à 54 ans,Femmes,Lésions auto-infligées,7.9
2020,55 à 64 ans,Les deux sexes,Tumeurs malignes,239.5
2020,55 à 64 ans,Les deux sexes,Diabète sucré,18.2
2020,55 à 64 ans,Les deux sexes,Maladie d'Alzheimer,1.1
2020,55 à 64 ans,Les deux sexes,Maladies du coeur,103.4
2020,55 à 64 ans,Les deux sexes,Maladies cérébrovasculaires,17.2
2020,55 à 64 ans,Les deux sexes,Grippe et pneumopathie,6.7
2020,55 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,19.3
2020,55 à 64 ans,Les deux sexes,Maladie chronique et cirrhose du foie,21.8
2020,55 à 64 ans,Les deux sexes,Accidents (blessures involontaires),39.3
2020,55 à 64 ans,Les deux sexes,Lésions auto-infligées,15.0
2020,55 à 64 ans,Hommes,Tumeurs malignes,249.1
2020,55 à 64 ans,Hommes,Diabète sucré,24.1
2020,55 à 64 ans,Hommes,Maladie d'Alzheimer,0.9
2020,55 à 64 ans,Hommes,Maladies du coeur,156.2
2020,55 à 64 ans,Hommes,Maladies cérébrovasculaires,20.3
2020,55 à 64 ans,Hommes,Grippe et pneumopathie,8.1
2020,55 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,22.0
2020,55 à 64 ans,Hommes,Maladie chronique et cirrhose du foie,28.7
2020,55 à 64 ans,Hommes,Accidents (blessures involontaires),60.8
2020,55 à 64 ans,Hommes,Lésions auto-infligées,23.7
2020,55 à 64 ans,Femmes,Tumeurs malignes,230.1
2020,55 à 64 ans,Femmes,Diabète sucré,12.5
2020,55 à 64 ans,Femmes,Maladie d'Alzheimer,1.3
2020,55 à 64 ans,Femmes,Maladies du coeur,51.5
2020,55 à 64 ans,Femmes,Maladies cérébrovasculaires,14.2
2020,55 à 64 ans,Femmes,Grippe et pneumopathie,5.4
2020,55 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,16.5
2020,55 à 64 ans,Femmes,Maladie chronique et cirrhose du foie,15.0
2020,55 à 64 ans,Femmes,Accidents (blessures involontaires),18.1
2020,55 à 64 ans,Femmes,Lésions auto-infligées,6.5
2020,65 à 74 ans,Les deux sexes,Tumeurs malignes,567.9
2020,65 à 74 ans,Les deux sexes,Diabète sucré,41.5
2020,65 à 74 ans,Les deux sexes,Maladie d'Alzheimer,9.1
2020,65 à 74 ans,Les deux sexes,Maladies du coeur,237.8
2020,65 à 74 ans,Les deux sexes,Maladies cérébrovasculaires,50.5
2020,65 à 74 ans,Les deux sexes,Grippe et pneumopathie,19.1
2020,65 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,70.1
2020,65 à 74 ans,Les deux sexes,Maladie chronique et cirrhose du foie,29.5
2020,65 à 74 ans,Les deux sexes,Accidents (blessures involontaires),40.2
2020,65 à 74 ans,Les deux sexes,Lésions auto-infligées,10.4
2020,65 à 74 ans,Hommes,Tumeurs malignes,654.6
2020,65 à 74 ans,Hommes,Diabète sucré,55.3
2020,65 à 74 ans,Hommes,Maladie d'Alzheimer,9.0
2020,65 à 74 ans,Hommes,Maladies du coeur,334.1
2020,65 à 74 ans,Hommes,Maladies cérébrovasculaires,59.5
2020,65 à 74 ans,Hommes,Grippe et pneumopathie,23.8
2020,65 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,78.7
2020,65 à 74 ans,Hommes,Maladie chronique et cirrhose du foie,42.3
2020,65 à 74 ans,Hommes,Accidents (blessures involontaires),53.8
2020,65 à 74 ans,Hommes,Lésions auto-infligées,16.6
2020,65 à 74 ans,Femmes,Tumeurs malignes,487.0
2020,65 à 74 ans,Femmes,Diabète sucré,28.6
2020,65 à 74 ans,Femmes,Maladie d'Alzheimer,9.1
2020,65 à 74 ans,Femmes,Maladies du coeur,148.0
2020,65 à 74 ans,Femmes,Maladies cérébrovasculaires,42.0
2020,65 à 74 ans,Femmes,Grippe et pneumopathie,14.7
2020,65 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,62.0
2020,65 à 74 ans,Femmes,Maladie chronique et cirrhose du foie,17.6
2020,65 à 74 ans,Femmes,Accidents (blessures involontaires),27.5
2020,65 à 74 ans,Femmes,Lésions auto-infligées,4.6
2020,75 à 84 ans,Les deux sexes,Tumeurs malignes,1160.8
2020,75 à 84 ans,Les deux sexes,Diabète sucré,107.6
2020,75 à 84 ans,Les deux sexes,Maladie d'Alzheimer,70.4
2020,75 à 84 ans,Les deux sexes,Maladies du coeur,653.1
2020,75 à 84 ans,Les deux sexes,Maladies cérébrovasculaires,188.5
2020,75 à 84 ans,Les deux sexes,Grippe et pneumopathie,67.0
2020,75 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,193.0
2020,75 à 84 ans,Les deux sexes,Maladie chronique et cirrhose du foie,31.6
2020,75 à 84 ans,Les deux sexes,Accidents (blessures involontaires),117.9
2020,75 à 84 ans,Les deux sexes,Lésions auto-infligées,10.7
2020,75 à 84 ans,Hommes,Tumeurs malignes,1393.2
2020,75 à 84 ans,Hommes,Diabète sucré,133.7
2020,75 à 84 ans,Hommes,Maladie d'Alzheimer,63.3
2020,75 à 84 ans,Hommes,Maladies du coeur,845.1
2020,75 à 84 ans,Hommes,Maladies cérébrovasculaires,205.7
2020,75 à 84 ans,Hommes,Grippe et pneumopathie,83.4
2020,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,216.6
2020,75 à 84 ans,Hommes,Maladie chronique et cirrhose du foie,42.2
2020,75 à 84 ans,Hommes,Accidents (blessures involontaires),142.1
2020,75 à 84 ans,Hommes,Lésions auto-infligées,18.3
2020,75 à 84 ans,Femmes,Tumeurs malignes,964.8
2020,75 à 84 ans,Femmes,Diabète sucré,85.5
2020,75 à 84 ans,Femmes,Maladie d'Alzheimer,76.3
2020,75 à 84 ans,Femmes,Maladies du coeur,491.2
2020,75 à 84 ans,Femmes,Maladies cérébrovasculaires,174.0
2020,75 à 84 ans,Femmes,Grippe et pneumopathie,53.3
2020,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,173.0
2020,75 à 84 ans,Femmes,Maladie chronique et cirrhose du foie,22.6
2020,75 à 84 ans,Femmes,Accidents (blessures involontaires),97.4
2020,75 à 84 ans,Femmes,Lésions auto-infligées,4.3
2020,85 ans et plus,Les deux sexes,Tumeurs malignes,2089.2
2020,85 ans et plus,Les deux sexes,Diabète sucré,277.1
2020,85 ans et plus,Les deux sexes,Maladie d'Alzheimer,469.9
2020,85 ans et plus,Les deux sexes,Maladies du coeur,2860.3
2020,85 ans et plus,Les deux sexes,Maladies cérébrovasculaires,784.3
2020,85 ans et plus,Les deux sexes,Grippe et pneumopathie,390.1
2020,85 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,476.4
2020,85 ans et plus,Les deux sexes,Maladie chronique et cirrhose du foie,30.0
2020,85 ans et plus,Les deux sexes,Accidents (blessures involontaires),610.0
2020,85 ans et plus,Les deux sexes,Lésions auto-infligées,12.5
2020,85 ans et plus,Hommes,Tumeurs malignes,2880.3
2020,85 ans et plus,Hommes,Diabète sucré,336.4
2020,85 ans et plus,Hommes,Maladie d'Alzheimer,377.8
2020,85 ans et plus,Hommes,Maladies du coeur,3226.6
2020,85 ans et plus,Hommes,Maladies cérébrovasculaires,750.3
2020,85 ans et plus,Hommes,Grippe et pneumopathie,452.8
2020,85 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,601.7
2020,85 ans et plus,Hommes,Maladie chronique et cirrhose du foie,41.6
2020,85 ans et plus,Hommes,Accidents (blessures involontaires),651.2
2020,85 ans et plus,Hommes,Lésions auto-infligées,27.5
2020,85 ans et plus,Femmes,Tumeurs malignes,1638.5
2020,85 ans et plus,Femmes,Diabète sucré,243.2
2020,85 ans et plus,Femmes,Maladie d'Alzheimer,522.4
2020,85 ans et plus,Femmes,Maladies du coeur,2651.6
2020,85 ans et plus,Femmes,Maladies cérébrovasculaires,803.7
2020,85 ans et plus,Femmes,Grippe et pneumopathie,354.4
2020,85 ans et plus,Femmes,Maladies chroniques des voies respiratoires inférieures,405.0
2020,85 ans et plus,Femmes,Maladie chronique et cirrhose du foie,23.4
2020,85 ans et plus,Femmes,Accidents (blessures involontaires),586.4
2020,85 ans et plus,Femmes,Lésions auto-infligées,3.9
2021,Tous les âges,Les deux sexes,Tumeurs malignes,217.3
2021,Tous les âges,Les deux sexes,Diabète sucré,19.7
2021,Tous les âges,Les deux sexes,Maladie d'Alzheimer,14.5
2021,Tous les âges,Les deux sexes,Maladies du coeur,145.9
2021,Tous les âges,Les deux sexes,Maladies cérébrovasculaires,35.4
2021,Tous les âges,Les deux sexes,Grippe et pneumopathie,10.8
2021,Tous les âges,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,28.8
2021,Tous les âges,Les deux sexes,Maladie chronique et cirrhose du foie,12.2
2021,Tous les âges,Les deux sexes,Accidents (blessures involontaires),53.6
2021,Tous les âges,Les deux sexes,Lésions auto-infligées,10.3
2021,Tous les âges,Hommes,Tumeurs malignes,231.4
2021,Tous les âges,Hommes,Diabète sucré,21.7
2021,Tous les âges,Hommes,Maladie d'Alzheimer,9.6
2021,Tous les âges,Hommes,Maladies du coeur,161.4
2021,Tous les âges,Hommes,Maladies cérébrovasculaires,31.9
2021,Tous les âges,Hommes,Grippe et pneumopathie,11.3
2021,Tous les âges,Hommes,Maladies chroniques des voies respiratoires inférieures,29.6
2021,Tous les âges,Hommes,Maladie chronique et cirrhose du foie,15.5
2021,Tous les âges,Hommes,Accidents (blessures involontaires),66.0
2021,Tous les âges,Hommes,Lésions auto-infligées,15.4
2021,Tous les âges,Femmes,Tumeurs malignes,203.4
2021,Tous les âges,Femmes,Diabète sucré,17.7
2021,Tous les âges,Femmes,Maladie d'Alzheimer,19.3
2021,Tous les âges,Femmes,Maladies du coeur,130.6
2021,Tous les âges,Femmes,Maladies cérébrovasculaires,38.9
2021,Tous les âges,Femmes,Grippe et pneumopathie,10.3
2021,Tous les âges,Femmes,Maladies chroniques des voies respiratoires inférieures,28.1
2021,Tous les âges,Femmes,Maladie chronique et cirrhose du foie,9.0
2021,Tous les âges,Femmes,Accidents (blessures involontaires),41.3
2021,Tous les âges,Femmes,Lésions auto-infligées,5.1
2021,1 à 14 ans,Les deux sexes,Tumeurs malignes,1.8
2021,1 à 14 ans,Les deux sexes,Diabète sucré,0.1
2021,1 à 14 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2021,1 à 14 ans,Les deux sexes,Maladies du coeur,0.2
2021,1 à 14 ans,Les deux sexes,Maladies cérébrovasculaires,0.2
2021,1 à 14 ans,Les deux sexes,Grippe et pneumopathie,0.2
2021,1 à 14 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.1
2021,1 à 14 ans,Les deux sexes,Maladie chronique et cirrhose du foie,0.0
2021,1 à 14 ans,Les deux sexes,Accidents (blessures involontaires),2.6
2021,1 à 14 ans,Les deux sexes,Lésions auto-infligées,0.8
2021,1 à 14 ans,Hommes,Tumeurs malignes,2.1
2021,1 à 14 ans,Hommes,Diabète sucré,0.1
2021,1 à 14 ans,Hommes,Maladie d'Alzheimer,0.0
2021,1 à 14 ans,Hommes,Maladies du coeur,0.2
2021,1 à 14 ans,Hommes,Maladies cérébrovasculaires,0.2
2021,1 à 14 ans,Hommes,Grippe et pneumopathie,0.2
2021,1 à 14 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.1
2021,1 à 14 ans,Hommes,Maladie chronique et cirrhose du foie,0.1
2021,1 à 14 ans,Hommes,Accidents (blessures involontaires),3.1
2021,1 à 14 ans,Hommes,Lésions auto-infligées,0.5
2021,1 à 14 ans,Femmes,Tumeurs malignes,1.5
2021,1 à 14 ans,Femmes,Diabète sucré,0.1
2021,1 à 14 ans,Femmes,Maladie d'Alzheimer,0.0
2021,1 à 14 ans,Femmes,Maladies du coeur,0.3
2021,1 à 14 ans,Femmes,Maladies cérébrovasculaires,0.2
2021,1 à 14 ans,Femmes,Grippe et pneumopathie,0.1
2021,1 à 14 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.1
2021,1 à 14 ans,Femmes,Maladie chronique et cirrhose du foie,0.0
2021,1 à 14 ans,Femmes,Accidents (blessures involontaires),2.2
2021,1 à 14 ans,Femmes,Lésions auto-infligées,2.2
2021,15 à 24 ans,Les deux sexes,Tumeurs malignes,2.7
2021,15 à 24 ans,Les deux sexes,Diabète sucré,0.5
2021,15 à 24 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2021,15 à 24 ans,Les deux sexes,Maladies du coeur,0.9
2021,15 à 24 ans,Les deux sexes,Maladies cérébrovasculaires,0.4
2021,15 à 24 ans,Les deux sexes,Grippe et pneumopathie,0.3
2021,15 à 24 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.2
2021,15 à 24 ans,Les deux sexes,Maladie chronique et cirrhose du foie,0.2
2021,15 à 24 ans,Les deux sexes,Accidents (blessures involontaires),20.9
2021,15 à 24 ans,Les deux sexes,Lésions auto-infligées,11.2
2021,15 à 24 ans,Hommes,Tumeurs malignes,3.2
2021,15 à 24 ans,Hommes,Diabète sucré,0.6
2021,15 à 24 ans,Hommes,Maladie d'Alzheimer,0.0
2021,15 à 24 ans,Hommes,Maladies du coeur,1.1
2021,15 à 24 ans,Hommes,Maladies cérébrovasculaires,0.4
2021,15 à 24 ans,Hommes,Grippe et pneumopathie,0.4
2021,15 à 24 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.3
2021,15 à 24 ans,Hommes,Maladie chronique et cirrhose du foie,0.3
2021,15 à 24 ans,Hommes,Accidents (blessures involontaires),26.7
2021,15 à 24 ans,Hommes,Lésions auto-infligées,15.1
2021,15 à 24 ans,Femmes,Tumeurs malignes,2.2
2021,15 à 24 ans,Femmes,Diabète sucré,0.4
2021,15 à 24 ans,Femmes,Maladie d'Alzheimer,0.0
2021,15 à 24 ans,Femmes,Maladies du coeur,0.7
2021,15 à 24 ans,Femmes,Maladies cérébrovasculaires,0.3
2021,15 à 24 ans,Femmes,Grippe et pneumopathie,0.3
2021,15 à 24 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2021,15 à 24 ans,Femmes,Maladie chronique et cirrhose du foie,0.3
2021,15 à 24 ans,Femmes,Accidents (blessures involontaires),14.7
2021,15 à 24 ans,Femmes,Lésions auto-infligées,7.0
2021,25 à 34 ans,Les deux sexes,Tumeurs malignes,6.6
2021,25 à 34 ans,Les deux sexes,Diabète sucré,1.0
2021,25 à 34 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2021,25 à 34 ans,Les deux sexes,Maladies du coeur,3.0
2021,25 à 34 ans,Les deux sexes,Maladies cérébrovasculaires,0.5
2021,25 à 34 ans,Les deux sexes,Grippe et pneumopathie,0.3
2021,25 à 34 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.3
2021,25 à 34 ans,Les deux sexes,Maladie chronique et cirrhose du foie,2.2
2021,25 à 34 ans,Les deux sexes,Accidents (blessures involontaires),42.9
2021,25 à 34 ans,Les deux sexes,Lésions auto-infligées,13.1
2021,25 à 34 ans,Hommes,Tumeurs malignes,6.5
2021,25 à 34 ans,Hommes,Diabète sucré,1.2
2021,25 à 34 ans,Hommes,Maladie d'Alzheimer,0.0
2021,25 à 34 ans,Hommes,Maladies du coeur,3.9
2021,25 à 34 ans,Hommes,Maladies cérébrovasculaires,0.5
2021,25 à 34 ans,Hommes,Grippe et pneumopathie,0.4
2021,25 à 34 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.4
2021,25 à 34 ans,Hommes,Maladie chronique et cirrhose du foie,2.4
2021,25 à 34 ans,Hommes,Accidents (blessures involontaires),61.6
2021,25 à 34 ans,Hommes,Lésions auto-infligées,18.8
2021,25 à 34 ans,Femmes,Tumeurs malignes,6.6
2021,25 à 34 ans,Femmes,Diabète sucré,0.8
2021,25 à 34 ans,Femmes,Maladie d'Alzheimer,0.0
2021,25 à 34 ans,Femmes,Maladies du coeur,2.0
2021,25 à 34 ans,Femmes,Maladies cérébrovasculaires,0.6
2021,25 à 34 ans,Femmes,Grippe et pneumopathie,0.3
2021,25 à 34 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.1
2021,25 à 34 ans,Femmes,Maladie chronique et cirrhose du foie,1.9
2021,25 à 34 ans,Femmes,Accidents (blessures involontaires),23.1
2021,25 à 34 ans,Femmes,Lésions auto-infligées,7.1
2021,35 à 44 ans,Les deux sexes,Tumeurs malignes,22.1
2021,35 à 44 ans,Les deux sexes,Diabète sucré,2.3
2021,35 à 44 ans,Les deux sexes,Maladie d'Alzheimer,0.1
2021,35 à 44 ans,Les deux sexes,Maladies du coeur,10.2
2021,35 à 44 ans,Les deux sexes,Maladies cérébrovasculaires,2.2
2021,35 à 44 ans,Les deux sexes,Grippe et pneumopathie,0.8
2021,35 à 44 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.2
2021,35 à 44 ans,Les deux sexes,Maladie chronique et cirrhose du foie,6.6
2021,35 à 44 ans,Les deux sexes,Accidents (blessures involontaires),48.4
2021,35 à 44 ans,Les deux sexes,Lésions auto-infligées,13.1
2021,35 à 44 ans,Hommes,Tumeurs malignes,17.9
2021,35 à 44 ans,Hommes,Diabète sucré,3.1
2021,35 à 44 ans,Hommes,Maladie d'Alzheimer,0.1
2021,35 à 44 ans,Hommes,Maladies du coeur,14.6
2021,35 à 44 ans,Hommes,Maladies cérébrovasculaires,2.4
2021,35 à 44 ans,Hommes,Grippe et pneumopathie,1.2
2021,35 à 44 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.3
2021,35 à 44 ans,Hommes,Maladie chronique et cirrhose du foie,7.7
2021,35 à 44 ans,Hommes,Accidents (blessures involontaires),71.6
2021,35 à 44 ans,Hommes,Lésions auto-infligées,20.6
2021,35 à 44 ans,Femmes,Tumeurs malignes,26.3
2021,35 à 44 ans,Femmes,Diabète sucré,1.5
2021,35 à 44 ans,Femmes,Maladie d'Alzheimer,0.1
2021,35 à 44 ans,Femmes,Maladies du coeur,5.7
2021,35 à 44 ans,Femmes,Maladies cérébrovasculaires,2.0
2021,35 à 44 ans,Femmes,Grippe et pneumopathie,0.4
2021,35 à 44 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2021,35 à 44 ans,Femmes,Maladie chronique et cirrhose du foie,5.5
2021,35 à 44 ans,Femmes,Accidents (blessures involontaires),25.1
2021,35 à 44 ans,Femmes,Lésions auto-infligées,5.6
2021,45 à 54 ans,Les deux sexes,Tumeurs malignes,70.0
2021,45 à 54 ans,Les deux sexes,Diabète sucré,6.3
2021,45 à 54 ans,Les deux sexes,Maladie d'Alzheimer,0.1
2021,45 à 54 ans,Les deux sexes,Maladies du coeur,34.6
2021,45 à 54 ans,Les deux sexes,Maladies cérébrovasculaires,6.3
2021,45 à 54 ans,Les deux sexes,Grippe et pneumopathie,1.8
2021,45 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,2.5
2021,45 à 54 ans,Les deux sexes,Maladie chronique et cirrhose du foie,13.4
2021,45 à 54 ans,Les deux sexes,Accidents (blessures involontaires),46.0
2021,45 à 54 ans,Les deux sexes,Lésions auto-infligées,13.7
2021,45 à 54 ans,Hommes,Tumeurs malignes,65.3
2021,45 à 54 ans,Hommes,Diabète sucré,8.5
2021,45 à 54 ans,Hommes,Maladie d'Alzheimer,0.1
2021,45 à 54 ans,Hommes,Maladies du coeur,53.9
2021,45 à 54 ans,Hommes,Maladies cérébrovasculaires,7.5
2021,45 à 54 ans,Hommes,Grippe et pneumopathie,2.4
2021,45 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,3.1
2021,45 à 54 ans,Hommes,Maladie chronique et cirrhose du foie,17.7
2021,45 à 54 ans,Hommes,Accidents (blessures involontaires),71.7
2021,45 à 54 ans,Hommes,Lésions auto-infligées,20.9
2021,45 à 54 ans,Femmes,Tumeurs malignes,74.7
2021,45 à 54 ans,Femmes,Diabète sucré,4.2
2021,45 à 54 ans,Femmes,Maladie d'Alzheimer,0.2
2021,45 à 54 ans,Femmes,Maladies du coeur,15.5
2021,45 à 54 ans,Femmes,Maladies cérébrovasculaires,5.2
2021,45 à 54 ans,Femmes,Grippe et pneumopathie,1.2
2021,45 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,1.9
2021,45 à 54 ans,Femmes,Maladie chronique et cirrhose du foie,9.2
2021,45 à 54 ans,Femmes,Accidents (blessures involontaires),20.7
2021,45 à 54 ans,Femmes,Lésions auto-infligées,6.7
2021,55 à 64 ans,Les deux sexes,Tumeurs malignes,230.6
2021,55 à 64 ans,Les deux sexes,Diabète sucré,16.6
2021,55 à 64 ans,Les deux sexes,Maladie d'Alzheimer,1.0
2021,55 à 64 ans,Les deux sexes,Maladies du coeur,100.5
2021,55 à 64 ans,Les deux sexes,Maladies cérébrovasculaires,16.2
2021,55 à 64 ans,Les deux sexes,Grippe et pneumopathie,4.6
2021,55 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,17.3
2021,55 à 64 ans,Les deux sexes,Maladie chronique et cirrhose du foie,24.4
2021,55 à 64 ans,Les deux sexes,Accidents (blessures involontaires),44.5
2021,55 à 64 ans,Les deux sexes,Lésions auto-infligées,13.2
2021,55 à 64 ans,Hommes,Tumeurs malignes,243.2
2021,55 à 64 ans,Hommes,Diabète sucré,21.7
2021,55 à 64 ans,Hommes,Maladie d'Alzheimer,1.2
2021,55 à 64 ans,Hommes,Maladies du coeur,151.9
2021,55 à 64 ans,Hommes,Maladies cérébrovasculaires,18.6
2021,55 à 64 ans,Hommes,Grippe et pneumopathie,5.9
2021,55 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,20.2
2021,55 à 64 ans,Hommes,Maladie chronique et cirrhose du foie,32.9
2021,55 à 64 ans,Hommes,Accidents (blessures involontaires),67.9
2021,55 à 64 ans,Hommes,Lésions auto-infligées,20.0
2021,55 à 64 ans,Femmes,Tumeurs malignes,218.2
2021,55 à 64 ans,Femmes,Diabète sucré,11.6
2021,55 à 64 ans,Femmes,Maladie d'Alzheimer,0.9
2021,55 à 64 ans,Femmes,Maladies du coeur,49.9
2021,55 à 64 ans,Femmes,Maladies cérébrovasculaires,13.8
2021,55 à 64 ans,Femmes,Grippe et pneumopathie,3.2
2021,55 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,14.4
2021,55 à 64 ans,Femmes,Maladie chronique et cirrhose du foie,16.1
2021,55 à 64 ans,Femmes,Accidents (blessures involontaires),21.5
2021,55 à 64 ans,Femmes,Lésions auto-infligées,6.5
2021,65 à 74 ans,Les deux sexes,Tumeurs malignes,570.8
2021,65 à 74 ans,Les deux sexes,Diabète sucré,41.6
2021,65 à 74 ans,Les deux sexes,Maladie d'Alzheimer,9.1
2021,65 à 74 ans,Les deux sexes,Maladies du coeur,238.3
2021,65 à 74 ans,Les deux sexes,Maladies cérébrovasculaires,48.7
2021,65 à 74 ans,Les deux sexes,Grippe et pneumopathie,12.0
2021,65 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,66.0
2021,65 à 74 ans,Les deux sexes,Maladie chronique et cirrhose du foie,31.4
2021,65 à 74 ans,Les deux sexes,Accidents (blessures involontaires),46.0
