Year,Geography,Population characteristics,Educational attainment level,Age group,Sex,Value
2012,Canada,Total population,Short-cycle tertiary,55 to 64 years,Female,26.0
2013,Canada,Total population,Short-cycle tertiary,55 to 64 years,Female,26.0
2014,Canada,Total population,Short-cycle tertiary,55 to 64 years,Female,26.0
2015,Canada,Total population,Short-cycle tertiary,55 to 64 years,Female,27.0
2016,Canada,Total population,Short-cycle tertiary,55 to 64 years,Female,28.0
2017,Canada,Total population,Short-cycle tertiary,55 to 64 years,Female,28.0
2018,Canada,Total population,Short-cycle tertiary,55 to 64 years,Female,29.0
2019,Canada,Total population,Short-cycle tertiary,55 to 64 years,Female,30.0
2020,Canada,Total population,Short-cycle tertiary,55 to 64 years,Female,29.0
2010,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,18.0
2011,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,18.0
2012,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,19.0
2013,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,19.0
2014,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,19.0
2015,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,20.0
2016,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,20.0
2017,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,21.0
2018,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,21.0
2019,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,22.0
2020,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,23.0
2010,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Male,16.0
2011,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Male,17.0
2012,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Male,17.0
2013,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Male,17.0
2014,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Male,17.0
2015,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Male,18.0
2016,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Male,18.0
2017,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Male,19.0
2018,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Male,19.0
2019,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Male,20.0
2020,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Male,21.0
2010,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Female,19.0
2011,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Female,20.0
2012,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Female,20.0
2013,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Female,21.0
2014,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Female,21.0
2015,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Female,22.0
2016,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Female,23.0
2017,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Female,23.0
2018,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Female,24.0
2019,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Female,25.0
2020,Canada,Total population,Bachelor's level,"Total, 25 to 64 years",Female,26.0
2010,Canada,Total population,Bachelor's level,25 to 34 years,Both sexes,23.0
2011,Canada,Total population,Bachelor's level,25 to 34 years,Both sexes,23.0
2012,Canada,Total population,Bachelor's level,25 to 34 years,Both sexes,23.0
2013,Canada,Total population,Bachelor's level,25 to 34 years,Both sexes,24.0
2014,Canada,Total population,Bachelor's level,25 to 34 years,Both sexes,24.0
2015,Canada,Total population,Bachelor's level,25 to 34 years,Both sexes,25.0
2016,Canada,Total population,Bachelor's level,25 to 34 years,Both sexes,25.0
2017,Canada,Total population,Bachelor's level,25 to 34 years,Both sexes,26.0
2018,Canada,Total population,Bachelor's level,25 to 34 years,Both sexes,26.0
2019,Canada,Total population,Bachelor's level,25 to 34 years,Both sexes,28.0
2020,Canada,Total population,Bachelor's level,25 to 34 years,Both sexes,29.0
2010,Canada,Total population,Bachelor's level,25 to 34 years,Male,19.0
2011,Canada,Total population,Bachelor's level,25 to 34 years,Male,19.0
2012,Canada,Total population,Bachelor's level,25 to 34 years,Male,19.0
2013,Canada,Total population,Bachelor's level,25 to 34 years,Male,20.0
2014,Canada,Total population,Bachelor's level,25 to 34 years,Male,20.0
2015,Canada,Total population,Bachelor's level,25 to 34 years,Male,21.0
2016,Canada,Total population,Bachelor's level,25 to 34 years,Male,21.0
2017,Canada,Total population,Bachelor's level,25 to 34 years,Male,22.0
2018,Canada,Total population,Bachelor's level,25 to 34 years,Male,22.0
2019,Canada,Total population,Bachelor's level,25 to 34 years,Male,24.0
2020,Canada,Total population,Bachelor's level,25 to 34 years,Male,24.0
2010,Canada,Total population,Bachelor's level,25 to 34 years,Female,26.0
2011,Canada,Total population,Bachelor's level,25 to 34 years,Female,27.0
2012,Canada,Total population,Bachelor's level,25 to 34 years,Female,27.0
2013,Canada,Total population,Bachelor's level,25 to 34 years,Female,28.0
2014,Canada,Total population,Bachelor's level,25 to 34 years,Female,28.0
2015,Canada,Total population,Bachelor's level,25 to 34 years,Female,29.0
2016,Canada,Total population,Bachelor's level,25 to 34 years,Female,29.0
2017,Canada,Total population,Bachelor's level,25 to 34 years,Female,30.0
2018,Canada,Total population,Bachelor's level,25 to 34 years,Female,31.0
2019,Canada,Total population,Bachelor's level,25 to 34 years,Female,31.0
2020,Canada,Total population,Bachelor's level,25 to 34 years,Female,33.0
2010,Canada,Total population,Bachelor's level,30 to 34 years,Both sexes,22.0
2011,Canada,Total population,Bachelor's level,30 to 34 years,Both sexes,22.0
2012,Canada,Total population,Bachelor's level,30 to 34 years,Both sexes,22.0
2013,Canada,Total population,Bachelor's level,30 to 34 years,Both sexes,23.0
2014,Canada,Total population,Bachelor's level,30 to 34 years,Both sexes,24.0
2015,Canada,Total population,Bachelor's level,30 to 34 years,Both sexes,24.0
2016,Canada,Total population,Bachelor's level,30 to 34 years,Both sexes,24.0
2017,Canada,Total population,Bachelor's level,30 to 34 years,Both sexes,25.0
2018,Canada,Total population,Bachelor's level,30 to 34 years,Both sexes,26.0
2019,Canada,Total population,Bachelor's level,30 to 34 years,Both sexes,27.0
2020,Canada,Total population,Bachelor's level,30 to 34 years,Both sexes,28.0
2010,Canada,Total population,Bachelor's level,30 to 34 years,Male,19.0
2011,Canada,Total population,Bachelor's level,30 to 34 years,Male,18.0
2012,Canada,Total population,Bachelor's level,30 to 34 years,Male,18.0
2013,Canada,Total population,Bachelor's level,30 to 34 years,Male,19.0
2014,Canada,Total population,Bachelor's level,30 to 34 years,Male,20.0
2015,Canada,Total population,Bachelor's level,30 to 34 years,Male,20.0
2016,Canada,Total population,Bachelor's level,30 to 34 years,Male,21.0
2017,Canada,Total population,Bachelor's level,30 to 34 years,Male,21.0
2018,Canada,Total population,Bachelor's level,30 to 34 years,Male,22.0
2019,Canada,Total population,Bachelor's level,30 to 34 years,Male,23.0
2020,Canada,Total population,Bachelor's level,30 to 34 years,Male,24.0
2010,Canada,Total population,Bachelor's level,30 to 34 years,Female,25.0
2011,Canada,Total population,Bachelor's level,30 to 34 years,Female,26.0
2012,Canada,Total population,Bachelor's level,30 to 34 years,Female,25.0
2013,Canada,Total population,Bachelor's level,30 to 34 years,Female,27.0
2014,Canada,Total population,Bachelor's level,30 to 34 years,Female,28.0
2015,Canada,Total population,Bachelor's level,30 to 34 years,Female,28.0
2016,Canada,Total population,Bachelor's level,30 to 34 years,Female,28.0
2017,Canada,Total population,Bachelor's level,30 to 34 years,Female,29.0
2018,Canada,Total population,Bachelor's level,30 to 34 years,Female,30.0
2019,Canada,Total population,Bachelor's level,30 to 34 years,Female,30.0
2020,Canada,Total population,Bachelor's level,30 to 34 years,Female,32.0
2010,Canada,Total population,Bachelor's level,35 to 44 years,Both sexes,21.0
2011,Canada,Total population,Bachelor's level,35 to 44 years,Both sexes,21.0
2012,Canada,Total population,Bachelor's level,35 to 44 years,Both sexes,22.0
2013,Canada,Total population,Bachelor's level,35 to 44 years,Both sexes,21.0
2014,Canada,Total population,Bachelor's level,35 to 44 years,Both sexes,22.0
2015,Canada,Total population,Bachelor's level,35 to 44 years,Both sexes,23.0
2016,Canada,Total population,Bachelor's level,35 to 44 years,Both sexes,24.0
2017,Canada,Total population,Bachelor's level,35 to 44 years,Both sexes,24.0
2018,Canada,Total population,Bachelor's level,35 to 44 years,Both sexes,24.0
2019,Canada,Total population,Bachelor's level,35 to 44 years,Both sexes,25.0
2020,Canada,Total population,Bachelor's level,35 to 44 years,Both sexes,26.0
2010,Canada,Total population,Bachelor's level,35 to 44 years,Male,19.0
2011,Canada,Total population,Bachelor's level,35 to 44 years,Male,19.0
2012,Canada,Total population,Bachelor's level,35 to 44 years,Male,19.0
2013,Canada,Total population,Bachelor's level,35 to 44 years,Male,18.0
2014,Canada,Total population,Bachelor's level,35 to 44 years,Male,19.0
2015,Canada,Total population,Bachelor's level,35 to 44 years,Male,20.0
2016,Canada,Total population,Bachelor's level,35 to 44 years,Male,20.0
2017,Canada,Total population,Bachelor's level,35 to 44 years,Male,20.0
2018,Canada,Total population,Bachelor's level,35 to 44 years,Male,21.0
2019,Canada,Total population,Bachelor's level,35 to 44 years,Male,21.0
2020,Canada,Total population,Bachelor's level,35 to 44 years,Male,22.0
2010,Canada,Total population,Bachelor's level,35 to 44 years,Female,23.0
2011,Canada,Total population,Bachelor's level,35 to 44 years,Female,23.0
2012,Canada,Total population,Bachelor's level,35 to 44 years,Female,24.0
2013,Canada,Total population,Bachelor's level,35 to 44 years,Female,24.0
2014,Canada,Total population,Bachelor's level,35 to 44 years,Female,25.0
2015,Canada,Total population,Bachelor's level,35 to 44 years,Female,26.0
2016,Canada,Total population,Bachelor's level,35 to 44 years,Female,27.0
2017,Canada,Total population,Bachelor's level,35 to 44 years,Female,27.0
2018,Canada,Total population,Bachelor's level,35 to 44 years,Female,27.0
2019,Canada,Total population,Bachelor's level,35 to 44 years,Female,28.0
2020,Canada,Total population,Bachelor's level,35 to 44 years,Female,29.0
2010,Canada,Total population,Bachelor's level,45 to 54 years,Both sexes,15.0
2011,Canada,Total population,Bachelor's level,45 to 54 years,Both sexes,15.0
2012,Canada,Total population,Bachelor's level,45 to 54 years,Both sexes,16.0
2013,Canada,Total population,Bachelor's level,45 to 54 years,Both sexes,17.0
2014,Canada,Total population,Bachelor's level,45 to 54 years,Both sexes,17.0
2015,Canada,Total population,Bachelor's level,45 to 54 years,Both sexes,18.0
2016,Canada,Total population,Bachelor's level,45 to 54 years,Both sexes,19.0
2017,Canada,Total population,Bachelor's level,45 to 54 years,Both sexes,20.0
2018,Canada,Total population,Bachelor's level,45 to 54 years,Both sexes,20.0
2019,Canada,Total population,Bachelor's level,45 to 54 years,Both sexes,21.0
2020,Canada,Total population,Bachelor's level,45 to 54 years,Both sexes,23.0
2010,Canada,Total population,Bachelor's level,45 to 54 years,Male,14.0
2011,Canada,Total population,Bachelor's level,45 to 54 years,Male,14.0
2012,Canada,Total population,Bachelor's level,45 to 54 years,Male,15.0
2013,Canada,Total population,Bachelor's level,45 to 54 years,Male,16.0
2014,Canada,Total population,Bachelor's level,45 to 54 years,Male,16.0
2015,Canada,Total population,Bachelor's level,45 to 54 years,Male,17.0
2016,Canada,Total population,Bachelor's level,45 to 54 years,Male,18.0
2017,Canada,Total population,Bachelor's level,45 to 54 years,Male,19.0
2018,Canada,Total population,Bachelor's level,45 to 54 years,Male,19.0
2019,Canada,Total population,Bachelor's level,45 to 54 years,Male,20.0
2020,Canada,Total population,Bachelor's level,45 to 54 years,Male,21.0
2010,Canada,Total population,Bachelor's level,45 to 54 years,Female,15.0
2011,Canada,Total population,Bachelor's level,45 to 54 years,Female,16.0
2012,Canada,Total population,Bachelor's level,45 to 54 years,Female,17.0
2013,Canada,Total population,Bachelor's level,45 to 54 years,Female,17.0
2014,Canada,Total population,Bachelor's level,45 to 54 years,Female,18.0
2015,Canada,Total population,Bachelor's level,45 to 54 years,Female,19.0
2016,Canada,Total population,Bachelor's level,45 to 54 years,Female,20.0
2017,Canada,Total population,Bachelor's level,45 to 54 years,Female,21.0
2018,Canada,Total population,Bachelor's level,45 to 54 years,Female,22.0
2019,Canada,Total population,Bachelor's level,45 to 54 years,Female,23.0
2020,Canada,Total population,Bachelor's level,45 to 54 years,Female,25.0
2010,Canada,Total population,Bachelor's level,55 to 64 years,Both sexes,14.0
2011,Canada,Total population,Bachelor's level,55 to 64 years,Both sexes,14.0
2012,Canada,Total population,Bachelor's level,55 to 64 years,Both sexes,14.0
2013,Canada,Total population,Bachelor's level,55 to 64 years,Both sexes,14.0
2014,Canada,Total population,Bachelor's level,55 to 64 years,Both sexes,14.0
2015,Canada,Total population,Bachelor's level,55 to 64 years,Both sexes,14.0
2016,Canada,Total population,Bachelor's level,55 to 64 years,Both sexes,14.0
2017,Canada,Total population,Bachelor's level,55 to 64 years,Both sexes,15.0
2018,Canada,Total population,Bachelor's level,55 to 64 years,Both sexes,15.0
2019,Canada,Total population,Bachelor's level,55 to 64 years,Both sexes,16.0
2020,Canada,Total population,Bachelor's level,55 to 64 years,Both sexes,16.0
2010,Canada,Total population,Bachelor's level,55 to 64 years,Male,14.0
2011,Canada,Total population,Bachelor's level,55 to 64 years,Male,14.0
2012,Canada,Total population,Bachelor's level,55 to 64 years,Male,15.0
2013,Canada,Total population,Bachelor's level,55 to 64 years,Male,14.0
2014,Canada,Total population,Bachelor's level,55 to 64 years,Male,14.0
2015,Canada,Total population,Bachelor's level,55 to 64 years,Male,14.0
2016,Canada,Total population,Bachelor's level,55 to 64 years,Male,14.0
2017,Canada,Total population,Bachelor's level,55 to 64 years,Male,14.0
2018,Canada,Total population,Bachelor's level,55 to 64 years,Male,15.0
2019,Canada,Total population,Bachelor's level,55 to 64 years,Male,15.0
2020,Canada,Total population,Bachelor's level,55 to 64 years,Male,16.0
2010,Canada,Total population,Bachelor's level,55 to 64 years,Female,13.0
2011,Canada,Total population,Bachelor's level,55 to 64 years,Female,13.0
2012,Canada,Total population,Bachelor's level,55 to 64 years,Female,14.0
2013,Canada,Total population,Bachelor's level,55 to 64 years,Female,15.0
2014,Canada,Total population,Bachelor's level,55 to 64 years,Female,14.0
2015,Canada,Total population,Bachelor's level,55 to 64 years,Female,15.0
2016,Canada,Total population,Bachelor's level,55 to 64 years,Female,15.0
2017,Canada,Total population,Bachelor's level,55 to 64 years,Female,15.0
2018,Canada,Total population,Bachelor's level,55 to 64 years,Female,15.0
2019,Canada,Total population,Bachelor's level,55 to 64 years,Female,16.0
