Year,Geography,Industries,Environmental management practices,Environmental protection activities,GeoCode,Value
2018,New Brunswick,"Total, industries",Green procurements policy or guidelines,,13,3.9
2018,New Brunswick,"Total, industries",Environmental supply chain management policy,,13,7.2
2018,New Brunswick,"Total, industries",New or improved environmental supply chain management policy,,13,3.0
2018,New Brunswick,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",,13,5.1
2018,New Brunswick,"Total, industries",Greenhouse gas emission inventory,,13,10.8
2018,New Brunswick,"Total, industries",Purchased carbon offset credits only or purchased more than sold,,13,
2018,New Brunswick,"Total, industries",Sold carbon offset credits only or sold more than purchased,,13,
2018,New Brunswick,"Total, industries",Other environmental management practices,,13,4.0
2018,Quebec,"Total, industries",Reported using one or more environmental management practices,,24,44.3
2018,Quebec,"Total, industries",Environmental management system,,24,20.3
2018,Quebec,"Total, industries",Pollution prevention plan,,24,17.9
2018,Quebec,"Total, industries",Life cycle management,,24,11.1
2018,Quebec,"Total, industries",ISO 14000 family certification,,24,8.9
2018,Quebec,"Total, industries",Environmental voluntary agreements or programs,,24,6.9
2018,Quebec,"Total, industries",Green procurements policy or guidelines,,24,14.9
2018,Quebec,"Total, industries",Environmental supply chain management policy,,24,9.0
2018,Quebec,"Total, industries",New or improved environmental supply chain management policy,,24,4.9
2018,Quebec,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",,24,4.4
2018,Quebec,"Total, industries",Greenhouse gas emission inventory,,24,15.0
2018,Quebec,"Total, industries",Purchased carbon offset credits only or purchased more than sold,,24,1.1
2018,Quebec,"Total, industries",Sold carbon offset credits only or sold more than purchased,,24,0.6
2018,Quebec,"Total, industries",Other environmental management practices,,24,5.7
2018,Ontario,"Total, industries",Reported using one or more environmental management practices,,35,44.6
2018,Ontario,"Total, industries",Environmental management system,,35,24.1
2018,Ontario,"Total, industries",Pollution prevention plan,,35,24.9
2018,Ontario,"Total, industries",Life cycle management,,35,9.3
2018,Ontario,"Total, industries",ISO 14000 family certification,,35,9.8
2018,Ontario,"Total, industries",Environmental voluntary agreements or programs,,35,6.4
2018,Ontario,"Total, industries",Green procurements policy or guidelines,,35,9.5
2018,Ontario,"Total, industries",Environmental supply chain management policy,,35,8.9
2018,Ontario,"Total, industries",New or improved environmental supply chain management policy,,35,5.0
2018,Ontario,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",,35,8.9
2018,Ontario,"Total, industries",Greenhouse gas emission inventory,,35,12.8
2018,Ontario,"Total, industries",Purchased carbon offset credits only or purchased more than sold,,35,0.4
2018,Ontario,"Total, industries",Sold carbon offset credits only or sold more than purchased,,35,0.1
2018,Ontario,"Total, industries",Other environmental management practices,,35,7.8
2018,Prairie provinces,"Total, industries",Reported using one or more environmental management practices,,,36.7
2018,Prairie provinces,"Total, industries",Environmental management system,,,24.9
2018,Prairie provinces,"Total, industries",Pollution prevention plan,,,15.8
2018,Prairie provinces,"Total, industries",Life cycle management,,,4.0
2018,Prairie provinces,"Total, industries",ISO 14000 family certification,,,4.5
2018,Prairie provinces,"Total, industries",Environmental voluntary agreements or programs,,,7.0
2018,Prairie provinces,"Total, industries",Green procurements policy or guidelines,,,5.8
2018,Prairie provinces,"Total, industries",Environmental supply chain management policy,,,4.6
2018,Prairie provinces,"Total, industries",New or improved environmental supply chain management policy,,,1.2
2018,Prairie provinces,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",,,8.0
2018,Prairie provinces,"Total, industries",Greenhouse gas emission inventory,,,16.6
2018,Prairie provinces,"Total, industries",Purchased carbon offset credits only or purchased more than sold,,,2.2
2018,Prairie provinces,"Total, industries",Sold carbon offset credits only or sold more than purchased,,,2.1
2018,Prairie provinces,"Total, industries",Other environmental management practices,,,5.3
2018,Manitoba,"Total, industries",Reported using one or more environmental management practices,,46,31.1
2018,Manitoba,"Total, industries",Environmental management system,,46,18.6
2018,Manitoba,"Total, industries",Pollution prevention plan,,46,16.3
2018,Manitoba,"Total, industries",Life cycle management,,46,4.6
2018,Manitoba,"Total, industries",ISO 14000 family certification,,46,4.8
2018,Manitoba,"Total, industries",Environmental voluntary agreements or programs,,46,3.5
2018,Manitoba,"Total, industries",Green procurements policy or guidelines,,46,5.4
2018,Manitoba,"Total, industries",Environmental supply chain management policy,,46,5.0
2018,Manitoba,"Total, industries",New or improved environmental supply chain management policy,,46,1.3
2018,Manitoba,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",,46,6.9
2018,Manitoba,"Total, industries",Greenhouse gas emission inventory,,46,12.8
2018,Manitoba,"Total, industries",Purchased carbon offset credits only or purchased more than sold,,46,1.1
2018,Manitoba,"Total, industries",Sold carbon offset credits only or sold more than purchased,,46,1.2
2018,Manitoba,"Total, industries",Other environmental management practices,,46,3.8
2018,Saskatchewan,"Total, industries",Reported using one or more environmental management practices,,47,34.3
2018,Saskatchewan,"Total, industries",Environmental management system,,47,25.7
2018,Saskatchewan,"Total, industries",Pollution prevention plan,,47,18.3
2018,Saskatchewan,"Total, industries",Life cycle management,,47,3.2
2018,Saskatchewan,"Total, industries",ISO 14000 family certification,,47,2.8
2018,Saskatchewan,"Total, industries",Environmental voluntary agreements or programs,,47,5.0
2018,Saskatchewan,"Total, industries",Green procurements policy or guidelines,,47,4.2
2018,Saskatchewan,"Total, industries",Environmental supply chain management policy,,47,2.3
2018,Saskatchewan,"Total, industries",New or improved environmental supply chain management policy,,47,0.9
2018,Saskatchewan,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",,47,5.7
2018,Saskatchewan,"Total, industries",Greenhouse gas emission inventory,,47,14.9
2018,Saskatchewan,"Total, industries",Purchased carbon offset credits only or purchased more than sold,,47,
2018,Saskatchewan,"Total, industries",Sold carbon offset credits only or sold more than purchased,,47,2.5
2018,Saskatchewan,"Total, industries",Other environmental management practices,,47,6.1
2018,Alberta,"Total, industries",Reported using one or more environmental management practices,,48,38.7
2018,Alberta,"Total, industries",Environmental management system,,48,26.2
2018,Alberta,"Total, industries",Pollution prevention plan,,48,15.0
2018,Alberta,"Total, industries",Life cycle management,,48,4.0
2018,Alberta,"Total, industries",ISO 14000 family certification,,48,4.9
2018,Alberta,"Total, industries",Environmental voluntary agreements or programs,,48,8.3
2018,Alberta,"Total, industries",Green procurements policy or guidelines,,48,6.3
2018,Alberta,"Total, industries",Environmental supply chain management policy,,48,5.0
2018,Alberta,"Total, industries",New or improved environmental supply chain management policy,,48,1.2
2018,Alberta,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",,48,8.9
2018,Alberta,"Total, industries",Greenhouse gas emission inventory,,48,17.8
2018,Alberta,"Total, industries",Purchased carbon offset credits only or purchased more than sold,,48,2.8
2018,Alberta,"Total, industries",Sold carbon offset credits only or sold more than purchased,,48,2.2
2018,Alberta,"Total, industries",Other environmental management practices,,48,5.5
2018,British Columbia,"Total, industries",Reported using one or more environmental management practices,,59,32.4
2018,British Columbia,"Total, industries",Environmental management system,,59,17.8
2018,British Columbia,"Total, industries",Pollution prevention plan,,59,17.7
2018,British Columbia,"Total, industries",Life cycle management,,59,3.1
2018,British Columbia,"Total, industries",ISO 14000 family certification,,59,3.8
2018,British Columbia,"Total, industries",Environmental voluntary agreements or programs,,59,6.0
2018,British Columbia,"Total, industries",Green procurements policy or guidelines,,59,9.4
2018,British Columbia,"Total, industries",Environmental supply chain management policy,,59,6.1
2018,British Columbia,"Total, industries",New or improved environmental supply chain management policy,,59,2.8
2018,British Columbia,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",,59,6.9
2018,British Columbia,"Total, industries",Greenhouse gas emission inventory,,59,8.0
2018,British Columbia,"Total, industries",Purchased carbon offset credits only or purchased more than sold,,59,0.6
2018,British Columbia,"Total, industries",Sold carbon offset credits only or sold more than purchased,,59,2.2
2018,British Columbia,"Total, industries",Other environmental management practices,,59,5.4
2018,Territories,"Total, industries",Reported using one or more environmental management practices,,,51.7
2018,Territories,"Total, industries",Environmental management system,,,33.3
2018,Territories,"Total, industries",Pollution prevention plan,,,18.3
2018,Territories,"Total, industries",Life cycle management,,,
2018,Territories,"Total, industries",ISO 14000 family certification,,,
2018,Territories,"Total, industries",Environmental voluntary agreements or programs,,,0.0
