Year,Age at time of death,Sex,Leading causes of death,Value
2021,15 to 24,Males,Influenza and pneumonia,0.4
2021,15 to 24,Males,Chronic lower respiratory diseases,0.3
2021,15 to 24,Males,Chronic liver disease and cirrhosis,0.3
2021,15 to 24,Males,Accidents (unintentional injuries),26.7
2021,15 to 24,Males,Intentional self-harm (suicide),15.1
2021,15 to 24,Females,Malignant neoplasms,2.2
2021,15 to 24,Females,Diabetes mellitus,0.4
2021,15 to 24,Females,Alzheimer's disease,0.0
2021,15 to 24,Females,Diseases of heart,0.7
2021,15 to 24,Females,Cerebrovascular diseases,0.3
2021,15 to 24,Females,Influenza and pneumonia,0.3
2021,15 to 24,Females,Chronic lower respiratory diseases,0.2
2021,15 to 24,Females,Chronic liver disease and cirrhosis,0.3
2021,15 to 24,Females,Accidents (unintentional injuries),14.7
2021,15 to 24,Females,Intentional self-harm (suicide),7.0
2021,25 to 34 years,Both sexes,Malignant neoplasms,6.6
2021,25 to 34 years,Both sexes,Diabetes mellitus,1.0
2021,25 to 34 years,Both sexes,Alzheimer's disease,0.0
2021,25 to 34 years,Both sexes,Diseases of heart,3.0
2021,25 to 34 years,Both sexes,Cerebrovascular diseases,0.5
2021,25 to 34 years,Both sexes,Influenza and pneumonia,0.3
2021,25 to 34 years,Both sexes,Chronic lower respiratory diseases,0.3
2021,25 to 34 years,Both sexes,Chronic liver disease and cirrhosis,2.2
2021,25 to 34 years,Both sexes,Accidents (unintentional injuries),42.9
2021,25 to 34 years,Both sexes,Intentional self-harm (suicide),13.1
2021,25 to 34 years,Males,Malignant neoplasms,6.5
2021,25 to 34 years,Males,Diabetes mellitus,1.2
2021,25 to 34 years,Males,Alzheimer's disease,0.0
2021,25 to 34 years,Males,Diseases of heart,3.9
2021,25 to 34 years,Males,Cerebrovascular diseases,0.5
2021,25 to 34 years,Males,Influenza and pneumonia,0.4
2021,25 to 34 years,Males,Chronic lower respiratory diseases,0.4
2021,25 to 34 years,Males,Chronic liver disease and cirrhosis,2.4
2021,25 to 34 years,Males,Accidents (unintentional injuries),61.6
2021,25 to 34 years,Males,Intentional self-harm (suicide),18.8
2021,25 to 34 years,Females,Malignant neoplasms,6.6
2021,25 to 34 years,Females,Diabetes mellitus,0.8
2021,25 to 34 years,Females,Alzheimer's disease,0.0
2021,25 to 34 years,Females,Diseases of heart,2.0
2021,25 to 34 years,Females,Cerebrovascular diseases,0.6
2021,25 to 34 years,Females,Influenza and pneumonia,0.3
2021,25 to 34 years,Females,Chronic lower respiratory diseases,0.1
2021,25 to 34 years,Females,Chronic liver disease and cirrhosis,1.9
2021,25 to 34 years,Females,Accidents (unintentional injuries),23.1
2021,25 to 34 years,Females,Intentional self-harm (suicide),7.1
2021,35 to 44 years,Both sexes,Malignant neoplasms,22.1
2021,35 to 44 years,Both sexes,Diabetes mellitus,2.3
2021,35 to 44 years,Both sexes,Alzheimer's disease,0.1
2021,35 to 44 years,Both sexes,Diseases of heart,10.2
2021,35 to 44 years,Both sexes,Cerebrovascular diseases,2.2
2021,35 to 44 years,Both sexes,Influenza and pneumonia,0.8
2021,35 to 44 years,Both sexes,Chronic lower respiratory diseases,0.2
2021,35 to 44 years,Both sexes,Chronic liver disease and cirrhosis,6.6
2021,35 to 44 years,Both sexes,Accidents (unintentional injuries),48.4
2021,35 to 44 years,Both sexes,Intentional self-harm (suicide),13.1
2021,35 to 44 years,Males,Malignant neoplasms,17.9
2021,35 to 44 years,Males,Diabetes mellitus,3.1
2021,35 to 44 years,Males,Alzheimer's disease,0.1
2021,35 to 44 years,Males,Diseases of heart,14.6
2021,35 to 44 years,Males,Cerebrovascular diseases,2.4
2021,35 to 44 years,Males,Influenza and pneumonia,1.2
2021,35 to 44 years,Males,Chronic lower respiratory diseases,0.3
2021,35 to 44 years,Males,Chronic liver disease and cirrhosis,7.7
2021,35 to 44 years,Males,Accidents (unintentional injuries),71.6
2021,35 to 44 years,Males,Intentional self-harm (suicide),20.6
2021,35 to 44 years,Females,Malignant neoplasms,26.3
2021,35 to 44 years,Females,Diabetes mellitus,1.5
2021,35 to 44 years,Females,Alzheimer's disease,0.1
2021,35 to 44 years,Females,Diseases of heart,5.7
2021,35 to 44 years,Females,Cerebrovascular diseases,2.0
2021,35 to 44 years,Females,Influenza and pneumonia,0.4
2021,35 to 44 years,Females,Chronic lower respiratory diseases,0.2
2021,35 to 44 years,Females,Chronic liver disease and cirrhosis,5.5
2021,35 to 44 years,Females,Accidents (unintentional injuries),25.1
2021,35 to 44 years,Females,Intentional self-harm (suicide),5.6
2021,45 to 54 years,Both sexes,Malignant neoplasms,70.0
2021,45 to 54 years,Both sexes,Diabetes mellitus,6.3
2021,45 to 54 years,Both sexes,Alzheimer's disease,0.1
2021,45 to 54 years,Both sexes,Diseases of heart,34.6
2021,45 to 54 years,Both sexes,Cerebrovascular diseases,6.3
2021,45 to 54 years,Both sexes,Influenza and pneumonia,1.8
2021,45 to 54 years,Both sexes,Chronic lower respiratory diseases,2.5
2021,45 to 54 years,Both sexes,Chronic liver disease and cirrhosis,13.4
2021,45 to 54 years,Both sexes,Accidents (unintentional injuries),46.0
2021,45 to 54 years,Both sexes,Intentional self-harm (suicide),13.7
2021,45 to 54 years,Males,Malignant neoplasms,65.3
2021,45 to 54 years,Males,Diabetes mellitus,8.5
2021,45 to 54 years,Males,Alzheimer's disease,0.1
2021,45 to 54 years,Males,Diseases of heart,53.9
2021,45 to 54 years,Males,Cerebrovascular diseases,7.5
2021,45 to 54 years,Males,Influenza and pneumonia,2.4
2021,45 to 54 years,Males,Chronic lower respiratory diseases,3.1
2021,45 to 54 years,Males,Chronic liver disease and cirrhosis,17.7
2021,45 to 54 years,Males,Accidents (unintentional injuries),71.7
2021,45 to 54 years,Males,Intentional self-harm (suicide),20.9
2021,45 to 54 years,Females,Malignant neoplasms,74.7
2021,45 to 54 years,Females,Diabetes mellitus,4.2
2021,45 to 54 years,Females,Alzheimer's disease,0.2
2021,45 to 54 years,Females,Diseases of heart,15.5
2021,45 to 54 years,Females,Cerebrovascular diseases,5.2
2021,45 to 54 years,Females,Influenza and pneumonia,1.2
2021,45 to 54 years,Females,Chronic lower respiratory diseases,1.9
2021,45 to 54 years,Females,Chronic liver disease and cirrhosis,9.2
2021,45 to 54 years,Females,Accidents (unintentional injuries),20.7
2021,45 to 54 years,Females,Intentional self-harm (suicide),6.7
2021,55 to 64 years,Both sexes,Malignant neoplasms,230.6
2021,55 to 64 years,Both sexes,Diabetes mellitus,16.6
2021,55 to 64 years,Both sexes,Alzheimer's disease,1.0
2021,55 to 64 years,Both sexes,Diseases of heart,100.5
2021,55 to 64 years,Both sexes,Cerebrovascular diseases,16.2
2021,55 to 64 years,Both sexes,Influenza and pneumonia,4.6
2021,55 to 64 years,Both sexes,Chronic lower respiratory diseases,17.3
2021,55 to 64 years,Both sexes,Chronic liver disease and cirrhosis,24.4
2021,55 to 64 years,Both sexes,Accidents (unintentional injuries),44.5
2021,55 to 64 years,Both sexes,Intentional self-harm (suicide),13.2
2021,55 to 64 years,Males,Malignant neoplasms,243.2
2021,55 to 64 years,Males,Diabetes mellitus,21.7
2021,55 to 64 years,Males,Alzheimer's disease,1.2
2021,55 to 64 years,Males,Diseases of heart,151.9
2021,55 to 64 years,Males,Cerebrovascular diseases,18.6
2021,55 to 64 years,Males,Influenza and pneumonia,5.9
2021,55 to 64 years,Males,Chronic lower respiratory diseases,20.2
2021,55 to 64 years,Males,Chronic liver disease and cirrhosis,32.9
2021,55 to 64 years,Males,Accidents (unintentional injuries),67.9
2021,55 to 64 years,Males,Intentional self-harm (suicide),20.0
2021,55 to 64 years,Females,Malignant neoplasms,218.2
2021,55 to 64 years,Females,Diabetes mellitus,11.6
2021,55 to 64 years,Females,Alzheimer's disease,0.9
2021,55 to 64 years,Females,Diseases of heart,49.9
2021,55 to 64 years,Females,Cerebrovascular diseases,13.8
2021,55 to 64 years,Females,Influenza and pneumonia,3.2
2021,55 to 64 years,Females,Chronic lower respiratory diseases,14.4
2021,55 to 64 years,Females,Chronic liver disease and cirrhosis,16.1
2021,55 to 64 years,Females,Accidents (unintentional injuries),21.5
2021,55 to 64 years,Females,Intentional self-harm (suicide),6.5
2021,65 to 74 years,Both sexes,Malignant neoplasms,570.8
2021,65 to 74 years,Both sexes,Diabetes mellitus,41.6
2021,65 to 74 years,Both sexes,Alzheimer's disease,9.1
2021,65 to 74 years,Both sexes,Diseases of heart,238.3
2021,65 to 74 years,Both sexes,Cerebrovascular diseases,48.7
2021,65 to 74 years,Both sexes,Influenza and pneumonia,12.0
2021,65 to 74 years,Both sexes,Chronic lower respiratory diseases,66.0
2021,65 to 74 years,Both sexes,Chronic liver disease and cirrhosis,31.4
2021,65 to 74 years,Both sexes,Accidents (unintentional injuries),46.0
2021,65 to 74 years,Both sexes,Intentional self-harm (suicide),9.6
2021,65 to 74 years,Males,Malignant neoplasms,655.4
2021,65 to 74 years,Males,Diabetes mellitus,50.8
2021,65 to 74 years,Males,Alzheimer's disease,8.4
2021,65 to 74 years,Males,Diseases of heart,338.3
2021,65 to 74 years,Males,Cerebrovascular diseases,55.9
2021,65 to 74 years,Males,Influenza and pneumonia,15.2
2021,65 to 74 years,Males,Chronic lower respiratory diseases,74.0
2021,65 to 74 years,Males,Chronic liver disease and cirrhosis,42.3
2021,65 to 74 years,Males,Accidents (unintentional injuries),65.4
2021,65 to 74 years,Males,Intentional self-harm (suicide),15.4
2021,65 to 74 years,Females,Malignant neoplasms,491.9
2021,65 to 74 years,Females,Diabetes mellitus,33.0
2021,65 to 74 years,Females,Alzheimer's disease,9.7
2021,65 to 74 years,Females,Diseases of heart,144.8
2021,65 to 74 years,Females,Cerebrovascular diseases,42.0
2021,65 to 74 years,Females,Influenza and pneumonia,9.1
2021,65 to 74 years,Females,Chronic lower respiratory diseases,58.5
2021,65 to 74 years,Females,Chronic liver disease and cirrhosis,21.3
2021,65 to 74 years,Females,Accidents (unintentional injuries),27.9
2021,65 to 74 years,Females,Intentional self-harm (suicide),4.2
2021,75 to 84 years,Both sexes,Malignant neoplasms,1164.2
2021,75 to 84 years,Both sexes,Diabetes mellitus,101.0
2021,75 to 84 years,Both sexes,Alzheimer's disease,66.6
2021,75 to 84 years,Both sexes,Diseases of heart,655.1
2021,75 to 84 years,Both sexes,Cerebrovascular diseases,184.6
2021,75 to 84 years,Both sexes,Influenza and pneumonia,44.9
2021,75 to 84 years,Both sexes,Chronic lower respiratory diseases,175.2
2021,75 to 84 years,Both sexes,Chronic liver disease and cirrhosis,33.8
2021,75 to 84 years,Both sexes,Accidents (unintentional injuries),124.2
2021,75 to 84 years,Both sexes,Intentional self-harm (suicide),8.7
2021,75 to 84 years,Males,Malignant neoplasms,1394.7
2021,75 to 84 years,Males,Diabetes mellitus,123.7
2021,75 to 84 years,Males,Alzheimer's disease,58.5
2021,75 to 84 years,Males,Diseases of heart,840.5
2021,75 to 84 years,Males,Cerebrovascular diseases,203.8
2021,75 to 84 years,Males,Influenza and pneumonia,58.4
2021,75 to 84 years,Males,Chronic lower respiratory diseases,198.6
2021,75 to 84 years,Males,Chronic liver disease and cirrhosis,43.8
2021,75 to 84 years,Males,Accidents (unintentional injuries),143.4
2021,75 to 84 years,Males,Intentional self-harm (suicide),14.6
2021,75 to 84 years,Females,Malignant neoplasms,968.7
2021,75 to 84 years,Females,Diabetes mellitus,81.8
2021,75 to 84 years,Females,Alzheimer's disease,73.5
2021,75 to 84 years,Females,Diseases of heart,497.8
2021,75 to 84 years,Females,Cerebrovascular diseases,168.3
2021,75 to 84 years,Females,Influenza and pneumonia,33.5
2021,75 to 84 years,Females,Chronic lower respiratory diseases,155.4
2021,75 to 84 years,Females,Chronic liver disease and cirrhosis,25.4
2021,75 to 84 years,Females,Accidents (unintentional injuries),108.0
2021,75 to 84 years,Females,Intentional self-harm (suicide),3.7
2021,85 and over,Both sexes,Malignant neoplasms,2084.5
2021,85 and over,Both sexes,Diabetes mellitus,268.7
2021,85 and over,Both sexes,Alzheimer's disease,430.3
2021,85 and over,Both sexes,Diseases of heart,2851.2
2021,85 and over,Both sexes,Cerebrovascular diseases,734.9
2021,85 and over,Both sexes,Influenza and pneumonia,266.5
2021,85 and over,Both sexes,Chronic lower respiratory diseases,414.2
2021,85 and over,Both sexes,Chronic liver disease and cirrhosis,32.0
2021,85 and over,Both sexes,Accidents (unintentional injuries),644.0
2021,85 and over,Both sexes,Intentional self-harm (suicide),9.3
2021,85 and over,Males,Malignant neoplasms,2825.5
2021,85 and over,Males,Diabetes mellitus,324.6
2021,85 and over,Males,Alzheimer's disease,336.7
2021,85 and over,Males,Diseases of heart,3216.5
2021,85 and over,Males,Cerebrovascular diseases,707.6
2021,85 and over,Males,Influenza and pneumonia,325.8
2021,85 and over,Males,Chronic lower respiratory diseases,516.6
2021,85 and over,Males,Chronic liver disease and cirrhosis,45.1
2021,85 and over,Males,Accidents (unintentional injuries),676.8
2021,85 and over,Males,Intentional self-harm (suicide),19.4
2021,85 and over,Females,Malignant neoplasms,1657.2
2021,85 and over,Females,Diabetes mellitus,236.5
2021,85 and over,Females,Alzheimer's disease,484.2
2021,85 and over,Females,Diseases of heart,2640.5
2021,85 and over,Females,Cerebrovascular diseases,750.7
2021,85 and over,Females,Influenza and pneumonia,232.3
2021,85 and over,Females,Chronic lower respiratory diseases,355.2
2021,85 and over,Females,Chronic liver disease and cirrhosis,24.4
2021,85 and over,Females,Accidents (unintentional injuries),625.1
2021,85 and over,Females,Intentional self-harm (suicide),3.5
2022,All ages,Both sexes,Malignant neoplasms,215.0
2022,All ages,Both sexes,Diabetes mellitus,20.0
2022,All ages,Both sexes,Alzheimer's disease,14.1
2022,All ages,Both sexes,Diseases of heart,151.7
2022,All ages,Both sexes,Cerebrovascular diseases,36.4
2022,All ages,Both sexes,Influenza and pneumonia,15.8
2022,All ages,Both sexes,Chronic lower respiratory diseases,32.4
2022,All ages,Both sexes,Chronic liver disease and cirrhosis,12.1
2022,All ages,Both sexes,Accidents (unintentional injuries),54.2
2022,All ages,Both sexes,Intentional self-harm (suicide),10.8
2022,All ages,Males,Malignant neoplasms,227.4
2022,All ages,Males,Diabetes mellitus,22.6
2022,All ages,Males,Alzheimer's disease,9.2
2022,All ages,Males,Diseases of heart,169.1
2022,All ages,Males,Cerebrovascular diseases,32.7
2022,All ages,Males,Influenza and pneumonia,16.0
2022,All ages,Males,Chronic lower respiratory diseases,32.6
2022,All ages,Males,Chronic liver disease and cirrhosis,15.3
2022,All ages,Males,Accidents (unintentional injuries),65.4
2022,All ages,Males,Intentional self-harm (suicide),16.2
2022,All ages,Females,Malignant neoplasms,202.6
2022,All ages,Females,Diabetes mellitus,17.3
2022,All ages,Females,Alzheimer's disease,19.0
2022,All ages,Females,Diseases of heart,134.4
2022,All ages,Females,Cerebrovascular diseases,40.0
2022,All ages,Females,Influenza and pneumonia,15.6
2022,All ages,Females,Chronic lower respiratory diseases,32.3
2022,All ages,Females,Chronic liver disease and cirrhosis,8.9
2022,All ages,Females,Accidents (unintentional injuries),43.0
2022,All ages,Females,Intentional self-harm (suicide),5.5
2022,1 to 14 years,Both sexes,Malignant neoplasms,2.2
2022,1 to 14 years,Both sexes,Diabetes mellitus,0.1
2022,1 to 14 years,Both sexes,Alzheimer's disease,0.0
2022,1 to 14 years,Both sexes,Diseases of heart,0.4
2022,1 to 14 years,Both sexes,Cerebrovascular diseases,0.1
2022,1 to 14 years,Both sexes,Influenza and pneumonia,0.5
2022,1 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2022,1 to 14 years,Both sexes,Chronic liver disease and cirrhosis,0.0
2022,1 to 14 years,Both sexes,Accidents (unintentional injuries),2.7
2022,1 to 14 years,Both sexes,Intentional self-harm (suicide),1.6
2022,1 to 14 years,Males,Malignant neoplasms,2.2
2022,1 to 14 years,Males,Diabetes mellitus,0.3
2022,1 to 14 years,Males,Alzheimer's disease,0.0
2022,1 to 14 years,Males,Diseases of heart,0.3
2022,1 to 14 years,Males,Cerebrovascular diseases,0.2
2022,1 to 14 years,Males,Influenza and pneumonia,0.6
2022,1 to 14 years,Males,Chronic lower respiratory diseases,0.2
2022,1 to 14 years,Males,Chronic liver disease and cirrhosis,0.1
2022,1 to 14 years,Males,Accidents (unintentional injuries),3.1
2022,1 to 14 years,Males,Intentional self-harm (suicide),1.1
2022,1 to 14 years,Females,Malignant neoplasms,2.1
2022,1 to 14 years,Females,Diabetes mellitus,0.0
2022,1 to 14 years,Females,Alzheimer's disease,0.0
2022,1 to 14 years,Females,Diseases of heart,0.4
2022,1 to 14 years,Females,Cerebrovascular diseases,0.1
2022,1 to 14 years,Females,Influenza and pneumonia,0.6
2022,1 to 14 years,Females,Chronic lower respiratory diseases,0.0
2022,1 to 14 years,Females,Chronic liver disease and cirrhosis,0.0
2022,1 to 14 years,Females,Accidents (unintentional injuries),2.2
2022,1 to 14 years,Females,Intentional self-harm (suicide),2.1
2022,15 to 24,Both sexes,Malignant neoplasms,2.9
2022,15 to 24,Both sexes,Diabetes mellitus,0.4
2022,15 to 24,Both sexes,Alzheimer's disease,0.0
2022,15 to 24,Both sexes,Diseases of heart,1.0
2022,15 to 24,Both sexes,Cerebrovascular diseases,0.2
2022,15 to 24,Both sexes,Influenza and pneumonia,0.5
2022,15 to 24,Both sexes,Chronic lower respiratory diseases,0.0
2022,15 to 24,Both sexes,Chronic liver disease and cirrhosis,0.1
2022,15 to 24,Both sexes,Accidents (unintentional injuries),19.4
2022,15 to 24,Both sexes,Intentional self-harm (suicide),10.5
2022,15 to 24,Males,Malignant neoplasms,3.2
2022,15 to 24,Males,Diabetes mellitus,0.5
2022,15 to 24,Males,Alzheimer's disease,0.0
2022,15 to 24,Males,Diseases of heart,1.3
2022,15 to 24,Males,Cerebrovascular diseases,0.2
2022,15 to 24,Males,Influenza and pneumonia,0.3
2022,15 to 24,Males,Chronic lower respiratory diseases,0.0
2022,15 to 24,Males,Chronic liver disease and cirrhosis,0.1
2022,15 to 24,Males,Accidents (unintentional injuries),25.3
2022,15 to 24,Males,Intentional self-harm (suicide),13.3
2022,15 to 24,Females,Malignant neoplasms,2.6
2022,15 to 24,Females,Diabetes mellitus,0.4
2022,15 to 24,Females,Alzheimer's disease,0.0
2022,15 to 24,Females,Diseases of heart,0.7
2022,15 to 24,Females,Cerebrovascular diseases,0.3
2022,15 to 24,Females,Influenza and pneumonia,0.6
2022,15 to 24,Females,Chronic lower respiratory diseases,0.1
2022,15 to 24,Females,Chronic liver disease and cirrhosis,0.2
2022,15 to 24,Females,Accidents (unintentional injuries),13.2
2022,15 to 24,Females,Intentional self-harm (suicide),7.5
2022,25 to 34 years,Both sexes,Malignant neoplasms,6.3
2022,25 to 34 years,Both sexes,Diabetes mellitus,1.0
2022,25 to 34 years,Both sexes,Alzheimer's disease,0.0
2022,25 to 34 years,Both sexes,Diseases of heart,3.2
2022,25 to 34 years,Both sexes,Cerebrovascular diseases,0.6
2022,25 to 34 years,Both sexes,Influenza and pneumonia,0.6
2022,25 to 34 years,Both sexes,Chronic lower respiratory diseases,0.2
2022,25 to 34 years,Both sexes,Chronic liver disease and cirrhosis,1.9
2022,25 to 34 years,Both sexes,Accidents (unintentional injuries),38.3
2022,25 to 34 years,Both sexes,Intentional self-harm (suicide),12.6
2022,25 to 34 years,Males,Malignant neoplasms,5.9
2022,25 to 34 years,Males,Diabetes mellitus,1.3
2022,25 to 34 years,Males,Alzheimer's disease,0.0
2022,25 to 34 years,Males,Diseases of heart,4.6
2022,25 to 34 years,Males,Cerebrovascular diseases,0.7
2022,25 to 34 years,Males,Influenza and pneumonia,0.6
2022,25 to 34 years,Males,Chronic lower respiratory diseases,0.2
2022,25 to 34 years,Males,Chronic liver disease and cirrhosis,1.8
2022,25 to 34 years,Males,Accidents (unintentional injuries),54.9
2022,25 to 34 years,Males,Intentional self-harm (suicide),18.1
2022,25 to 34 years,Females,Malignant neoplasms,6.8
2022,25 to 34 years,Females,Diabetes mellitus,0.7
2022,25 to 34 years,Females,Alzheimer's disease,0.0
2022,25 to 34 years,Females,Diseases of heart,1.8
2022,25 to 34 years,Females,Cerebrovascular diseases,0.6
2022,25 to 34 years,Females,Influenza and pneumonia,0.7
2022,25 to 34 years,Females,Chronic lower respiratory diseases,0.2
2022,25 to 34 years,Females,Chronic liver disease and cirrhosis,1.9
2022,25 to 34 years,Females,Accidents (unintentional injuries),20.8
2022,25 to 34 years,Females,Intentional self-harm (suicide),6.8
2022,35 to 44 years,Both sexes,Malignant neoplasms,21.0
2022,35 to 44 years,Both sexes,Diabetes mellitus,2.6
2022,35 to 44 years,Both sexes,Alzheimer's disease,0.0
2022,35 to 44 years,Both sexes,Diseases of heart,10.3
2022,35 to 44 years,Both sexes,Cerebrovascular diseases,2.0
2022,35 to 44 years,Both sexes,Influenza and pneumonia,1.0
2022,35 to 44 years,Both sexes,Chronic lower respiratory diseases,0.4
2022,35 to 44 years,Both sexes,Chronic liver disease and cirrhosis,5.5
2022,35 to 44 years,Both sexes,Accidents (unintentional injuries),45.8
2022,35 to 44 years,Both sexes,Intentional self-harm (suicide),14.7
2022,35 to 44 years,Males,Malignant neoplasms,17.1
2022,35 to 44 years,Males,Diabetes mellitus,3.4
2022,35 to 44 years,Males,Alzheimer's disease,0.0
2022,35 to 44 years,Males,Diseases of heart,14.2
2022,35 to 44 years,Males,Cerebrovascular diseases,2.4
2022,35 to 44 years,Males,Influenza and pneumonia,1.0
2022,35 to 44 years,Males,Chronic lower respiratory diseases,0.3
2022,35 to 44 years,Males,Chronic liver disease and cirrhosis,6.8
2022,35 to 44 years,Males,Accidents (unintentional injuries),69.8
2022,35 to 44 years,Males,Intentional self-harm (suicide),21.2
2022,35 to 44 years,Females,Malignant neoplasms,24.9
2022,35 to 44 years,Females,Diabetes mellitus,1.9
2022,35 to 44 years,Females,Alzheimer's disease,0.0
2022,35 to 44 years,Females,Diseases of heart,6.3
2022,35 to 44 years,Females,Cerebrovascular diseases,1.6
2022,35 to 44 years,Females,Influenza and pneumonia,1.1
2022,35 to 44 years,Females,Chronic lower respiratory diseases,0.4
2022,35 to 44 years,Females,Chronic liver disease and cirrhosis,4.1
2022,35 to 44 years,Females,Accidents (unintentional injuries),21.6
2022,35 to 44 years,Females,Intentional self-harm (suicide),8.0
2022,45 to 54 years,Both sexes,Malignant neoplasms,70.4
2022,45 to 54 years,Both sexes,Diabetes mellitus,7.0
2022,45 to 54 years,Both sexes,Alzheimer's disease,0.2
2022,45 to 54 years,Both sexes,Diseases of heart,35.5
2022,45 to 54 years,Both sexes,Cerebrovascular diseases,6.5
2022,45 to 54 years,Both sexes,Influenza and pneumonia,3.0
2022,45 to 54 years,Both sexes,Chronic lower respiratory diseases,2.5
2022,45 to 54 years,Both sexes,Chronic liver disease and cirrhosis,12.6
2022,45 to 54 years,Both sexes,Accidents (unintentional injuries),44.6
2022,45 to 54 years,Both sexes,Intentional self-harm (suicide),14.4
2022,45 to 54 years,Males,Malignant neoplasms,63.7
2022,45 to 54 years,Males,Diabetes mellitus,9.9
2022,45 to 54 years,Males,Alzheimer's disease,0.1
2022,45 to 54 years,Males,Diseases of heart,54.1
2022,45 to 54 years,Males,Cerebrovascular diseases,7.7
2022,45 to 54 years,Males,Influenza and pneumonia,3.4
2022,45 to 54 years,Males,Chronic lower respiratory diseases,2.9
2022,45 to 54 years,Males,Chronic liver disease and cirrhosis,16.7
2022,45 to 54 years,Males,Accidents (unintentional injuries),67.8
2022,45 to 54 years,Males,Intentional self-harm (suicide),22.6
2022,45 to 54 years,Females,Malignant neoplasms,76.9
2022,45 to 54 years,Females,Diabetes mellitus,4.1
2022,45 to 54 years,Females,Alzheimer's disease,0.3
2022,45 to 54 years,Females,Diseases of heart,17.3
2022,45 to 54 years,Females,Cerebrovascular diseases,5.3
2022,45 to 54 years,Females,Influenza and pneumonia,2.7
2022,45 to 54 years,Females,Chronic lower respiratory diseases,2.1
2022,45 to 54 years,Females,Chronic liver disease and cirrhosis,8.6
2022,45 to 54 years,Females,Accidents (unintentional injuries),21.8
2022,45 to 54 years,Females,Intentional self-harm (suicide),6.3
2022,55 to 64 years,Both sexes,Malignant neoplasms,227.8
2022,55 to 64 years,Both sexes,Diabetes mellitus,17.1
2022,55 to 64 years,Both sexes,Alzheimer's disease,1.3
2022,55 to 64 years,Both sexes,Diseases of heart,103.9
2022,55 to 64 years,Both sexes,Cerebrovascular diseases,17.3
2022,55 to 64 years,Both sexes,Influenza and pneumonia,7.2
2022,55 to 64 years,Both sexes,Chronic lower respiratory diseases,21.7
2022,55 to 64 years,Both sexes,Chronic liver disease and cirrhosis,23.8
2022,55 to 64 years,Both sexes,Accidents (unintentional injuries),44.3
2022,55 to 64 years,Both sexes,Intentional self-harm (suicide),14.6
2022,55 to 64 years,Males,Malignant neoplasms,240.1
2022,55 to 64 years,Males,Diabetes mellitus,22.7
2022,55 to 64 years,Males,Alzheimer's disease,1.2
2022,55 to 64 years,Males,Diseases of heart,156.4
2022,55 to 64 years,Males,Cerebrovascular diseases,19.8
2022,55 to 64 years,Males,Influenza and pneumonia,9.2
2022,55 to 64 years,Males,Chronic lower respiratory diseases,23.6
2022,55 to 64 years,Males,Chronic liver disease and cirrhosis,32.4
2022,55 to 64 years,Males,Accidents (unintentional injuries),68.7
2022,55 to 64 years,Males,Intentional self-harm (suicide),22.6
2022,55 to 64 years,Females,Malignant neoplasms,215.7
2022,55 to 64 years,Females,Diabetes mellitus,11.5
2022,55 to 64 years,Females,Alzheimer's disease,1.3
2022,55 to 64 years,Females,Diseases of heart,52.5
2022,55 to 64 years,Females,Cerebrovascular diseases,14.9
2022,55 to 64 years,Females,Influenza and pneumonia,5.3
2022,55 to 64 years,Females,Chronic lower respiratory diseases,19.8
2022,55 to 64 years,Females,Chronic liver disease and cirrhosis,15.4
2022,55 to 64 years,Females,Accidents (unintentional injuries),20.3
2022,55 to 64 years,Females,Intentional self-harm (suicide),6.7
2022,65 to 74 years,Both sexes,Malignant neoplasms,555.3
2022,65 to 74 years,Both sexes,Diabetes mellitus,39.0
2022,65 to 74 years,Both sexes,Alzheimer's disease,9.8
2022,65 to 74 years,Both sexes,Diseases of heart,253.6
2022,65 to 74 years,Both sexes,Cerebrovascular diseases,50.4
2022,65 to 74 years,Both sexes,Influenza and pneumonia,18.9
2022,65 to 74 years,Both sexes,Chronic lower respiratory diseases,73.9
2022,65 to 74 years,Both sexes,Chronic liver disease and cirrhosis,31.6
2022,65 to 74 years,Both sexes,Accidents (unintentional injuries),46.6
2022,65 to 74 years,Both sexes,Intentional self-harm (suicide),10.7
2022,65 to 74 years,Males,Malignant neoplasms,630.6
2022,65 to 74 years,Males,Diabetes mellitus,50.9
2022,65 to 74 years,Males,Alzheimer's disease,10.0
2022,65 to 74 years,Males,Diseases of heart,360.3
2022,65 to 74 years,Males,Cerebrovascular diseases,59.9
2022,65 to 74 years,Males,Influenza and pneumonia,24.2
2022,65 to 74 years,Males,Chronic lower respiratory diseases,83.5
2022,65 to 74 years,Males,Chronic liver disease and cirrhosis,42.0
2022,65 to 74 years,Males,Accidents (unintentional injuries),62.4
2022,65 to 74 years,Males,Intentional self-harm (suicide),17.6
2022,65 to 74 years,Females,Malignant neoplasms,485.0
2022,65 to 74 years,Females,Diabetes mellitus,27.9
2022,65 to 74 years,Females,Alzheimer's disease,9.6
2022,65 to 74 years,Females,Diseases of heart,154.0
2022,65 to 74 years,Females,Cerebrovascular diseases,41.5
2022,65 to 74 years,Females,Influenza and pneumonia,13.9
2022,65 to 74 years,Females,Chronic lower respiratory diseases,65.1
2022,65 to 74 years,Females,Chronic liver disease and cirrhosis,21.9
2022,65 to 74 years,Females,Accidents (unintentional injuries),31.9
